width,height,megapixels,aspect_ratio,brightness,contrast,sharpness,colorfulness,subject_ratio,edge_density,quality_score,label
1463,1782,2.6072,0.8215,92.433,24.765,187.743,52.987,0.5227,0.067,57.71,보정 권장
1735,2645,4.5884,0.656,132.082,45.1,61.491,23.363,0.3123,0.0142,57.08,보정 권장
1717,2110,3.6226,0.8134,139.08,30.163,448.698,31.782,0.337,0.1384,74.45,제작 적합
3455,3248,11.2228,1.0639,118.839,51.769,460.781,40.591,0.4501,0.1544,84.53,제작 적합
981,1026,1.0061,0.9562,141.182,12.452,645.547,2.0,0.3361,0.1862,55.74,재촬영 권장
737,785,0.5781,0.9386,114.344,6.712,169.246,22.69,0.3495,0.0515,32.6,재촬영 권장
886,922,0.8173,0.961,99.038,69.703,241.251,35.103,0.6273,0.0773,51.1,보정 권장
1953,1856,3.6239,1.0522,189.219,61.268,243.247,2.0,0.6347,0.0807,58.64,보정 권장
1560,2007,3.1308,0.7771,166.958,26.113,1142.138,16.325,0.1536,0.3099,68.79,보정 권장
1618,1356,2.1928,1.1933,94.565,44.946,19.504,45.412,0.3027,0.0471,47.87,보정 권장
927,785,0.728,1.1802,147.738,63.351,105.658,44.042,0.3665,0.0519,45.83,재촬영 권장
2096,1903,3.9882,1.101,95.293,52.546,251.25,35.24,0.5578,0.0548,68.77,보정 권장
874,760,0.6643,1.1493,77.613,47.668,94.108,42.351,0.6558,0.0323,34.22,재촬영 권장
2472,2296,5.6757,1.0769,166.352,64.713,198.14,33.011,0.9364,0.0729,59.15,보정 권장
4468,2686,12.0,1.6632,56.836,31.847,223.183,37.776,0.3662,0.0983,54.69,보정 권장
1650,1686,2.7814,0.9785,162.074,45.561,138.316,25.581,0.3752,0.0805,56.07,보정 권장
1769,1910,3.3802,0.9261,114.891,44.679,264.935,31.621,0.5559,0.1217,70.11,제작 적합
1031,1245,1.2835,0.8283,116.538,40.09,440.009,21.147,0.3272,0.1326,57.23,보정 권장
550,712,0.3922,0.7725,141.39,37.984,202.112,47.689,0.4246,0.0858,44.21,재촬영 권장
923,1260,1.1626,0.7326,148.248,46.312,166.265,51.302,0.3753,0.0325,49.19,보정 권장
774,966,0.7479,0.8008,91.946,45.619,215.352,49.319,0.02,0.0824,35.85,재촬영 권장
731,744,0.5438,0.9825,153.709,26.128,248.332,24.286,0.4722,0.0606,39.73,재촬영 권장
3201,2944,9.4241,1.0872,129.535,59.432,52.205,16.647,0.4172,0.0318,61.38,보정 권장
1609,1589,2.5567,1.0129,74.758,27.425,378.744,47.878,0.6788,0.1753,60.92,보정 권장
1525,1846,2.8147,0.8258,118.205,41.072,166.594,37.615,0.451,0.0677,64.54,보정 권장
1377,1100,1.5144,1.2524,180.251,39.685,778.09,34.6,0.2241,0.1972,61.72,보정 권장
1435,1193,1.7118,1.203,192.064,51.446,425.561,21.129,0.4035,0.1345,56.92,보정 권장
2140,2227,4.7647,0.9609,153.694,6.856,716.602,35.959,0.0736,0.1888,71.86,보정 권장
1285,1512,1.9426,0.8494,77.386,61.036,100.641,14.806,0.232,0.0259,40.91,재촬영 권장
1923,1677,3.2245,1.147,144.624,32.814,178.969,38.877,0.5644,0.1068,64.33,보정 권장
1326,1265,1.6766,1.0481,159.034,66.959,81.716,49.304,0.4055,0.0618,53.52,보정 권장
1012,1453,1.4699,0.6963,154.028,36.393,132.527,52.835,0.6161,0.06,47.18,보정 권장
745,757,0.5638,0.9831,156.398,44.121,771.515,39.919,0.096,0.205,56.04,보정 권장
600,562,0.3373,1.0677,139.531,79.448,953.56,10.652,0.4064,0.2522,64.08,보정 권장
1123,1407,1.5805,0.7986,122.104,40.008,88.956,32.763,0.3644,0.0731,46.43,재촬영 권장
1485,1417,2.1043,1.0486,100.665,67.299,165.507,59.956,0.6221,0.0675,61.12,보정 권장
661,951,0.6285,0.6951,49.083,45.703,233.431,17.839,0.5711,0.0167,32.48,재촬영 권장
1646,1178,1.9389,1.3966,138.586,52.478,423.48,29.171,0.5656,0.1743,70.56,제작 적합
1693,1240,2.0991,1.3661,132.442,46.259,51.297,49.789,0.7275,0.0365,52.16,보정 권장
519,553,0.2873,0.9388,147.303,60.261,59.072,38.64,0.3837,0.0416,38.07,재촬영 권장
980,895,0.8777,1.0951,71.498,32.66,388.434,64.722,0.6903,0.1388,46.3,보정 권장
1257,2296,2.8855,0.5475,150.801,27.287,43.264,19.74,0.262,0.0401,46.05,재촬영 권장
1457,1945,2.8335,0.7489,207.182,33.506,167.226,16.143,0.2554,0.0767,42.69,보정 권장
811,873,0.7081,0.9292,128.138,46.795,289.265,47.138,0.5855,0.0838,55.03,보정 권장
1328,1737,2.3065,0.7649,122.533,41.025,363.42,13.258,0.1791,0.0863,58.77,보정 권장
2450,2049,5.0194,1.1955,137.36,57.785,220.063,27.245,0.5531,0.0806,71.39,제작 적합
2575,1563,4.025,1.6476,206.293,68.485,179.878,29.081,0.4682,0.0936,61.33,제작 적합
1170,1570,1.8356,0.7452,84.054,27.435,534.63,44.504,0.6429,0.1407,64.48,보정 권장
1032,1272,1.3125,0.8111,133.128,31.789,323.16,38.6,0.4393,0.0862,57.75,제작 적합
1097,1035,1.1351,1.0606,93.014,19.148,139.651,36.399,0.4601,0.0793,38.31,재촬영 권장
2135,1427,3.0471,1.496,103.12,81.547,258.633,24.366,0.5417,0.0755,72.68,제작 적합
1325,1799,2.3839,0.7367,123.016,50.484,352.945,47.01,0.3307,0.1,71.81,보정 권장
1937,1820,3.524,1.0642,178.893,53.636,1173.651,86.362,0.3229,0.3059,83.67,제작 적합
1884,1195,2.252,1.5767,197.04,20.876,507.325,39.678,0.5354,0.1455,63.39,제작 적합
1663,2513,4.1788,0.6617,142.926,44.979,745.878,31.395,0.4447,0.175,87.57,제작 적합
1257,1732,2.1777,0.726,109.936,54.166,144.303,11.83,0.3767,0.0453,51.91,보정 권장
1909,2123,4.0526,0.8995,224.71,40.45,155.975,21.075,0.4351,0.0636,48.57,재촬영 권장
1961,2233,4.3793,0.878,107.898,64.363,202.273,27.008,0.737,0.075,65.14,보정 권장
1090,890,0.9695,1.2253,102.155,86.613,219.696,22.516,0.3703,0.0981,49.22,재촬영 권장
646,608,0.3929,1.0623,54.002,27.953,100.911,29.775,0.365,0.082,21.16,재촬영 권장
2269,3536,8.0228,0.6416,180.844,26.602,781.177,54.892,0.1427,0.2455,72.54,제작 적합
1693,1488,2.5197,1.1375,163.73,29.2,553.619,47.46,0.4424,0.1767,76.4,제작 적합
608,703,0.4275,0.8656,221.712,73.912,189.872,27.776,0.5682,0.0645,34.94,재촬영 권장
1203,875,1.052,1.3752,69.419,63.762,445.412,13.084,0.6005,0.1189,53.19,보정 권장
1851,2165,4.0062,0.8548,183.327,42.56,305.537,48.723,0.4695,0.0967,68.8,제작 적합
1152,1350,1.5549,0.8529,127.805,45.658,477.854,29.313,0.6221,0.1512,67.87,보정 권장
1202,1050,1.2615,1.1449,157.244,30.302,74.559,5.829,0.5816,0.0551,33.13,재촬영 권장
2922,2415,7.0564,1.2101,59.089,61.02,219.284,39.974,0.6503,0.0873,61.95,보정 권장
934,835,0.7793,1.1185,183.723,38.162,237.277,44.36,0.6272,0.0769,41.19,재촬영 권장
800,1219,0.9751,0.6561,156.461,40.319,438.228,2.0,0.7326,0.1453,47.9,재촬영 권장
1664,1454,2.4191,1.144,123.444,55.958,142.006,18.456,0.4195,0.0807,59.17,보정 권장
1481,1919,2.8421,0.7721,150.805,41.616,26.351,28.454,0.2111,0.0442,49.75,보정 권장
1821,1717,3.1263,1.0606,94.38,40.771,94.437,40.283,0.5695,0.043,58.62,보정 권장
1784,2546,4.5415,0.7005,101.822,45.19,236.635,22.78,0.5905,0.0625,63.87,보정 권장
1635,1462,2.3914,1.118,106.462,59.316,264.795,18.35,0.7326,0.069,59.47,보정 권장
1594,1950,3.1068,0.8174,50.891,74.637,1137.78,40.18,0.6806,0.2908,81.44,제작 적합
1072,1477,1.5839,0.7257,159.47,55.539,422.392,23.443,0.8002,0.1307,57.6,보정 권장
1590,1331,2.1161,1.1954,172.664,59.46,269.034,37.589,0.5616,0.0977,62.25,제작 적합
1530,1440,2.2032,1.0623,96.946,41.403,242.817,14.439,0.4912,0.0524,55.25,보정 권장
1443,1682,2.4272,0.8577,138.928,32.26,675.347,11.067,0.2007,0.1788,69.63,제작 적합
2400,1670,4.0086,1.4373,114.378,56.772,146.99,40.574,0.5055,0.0616,70.07,보정 권장
1718,1918,3.2962,0.8957,138.131,48.082,220.347,33.535,0.3505,0.0571,67.99,제작 적합
1448,1437,2.0812,1.0081,99.897,19.393,93.797,42.914,0.4881,0.0521,47.97,재촬영 권장
1016,950,0.9655,1.0695,89.663,39.095,896.48,22.544,0.4598,0.238,61.2,제작 적합
1349,1575,2.1256,0.8565,167.083,43.508,355.921,18.869,0.5349,0.0945,60.45,보정 권장
1481,1317,1.9502,1.125,122.445,35.812,132.249,49.05,0.4325,0.0541,55.38,보정 권장
1443,1649,2.3798,0.8751,205.884,71.671,225.53,8.679,0.6183,0.0842,51.85,보정 권장
3290,3647,12.0,0.9022,126.852,53.637,395.498,47.52,0.02,0.1019,73.62,제작 적합
1325,942,1.2483,1.4059,87.957,69.717,199.5,48.487,0.4842,0.065,55.94,보정 권장
1502,1948,2.9247,0.7709,174.078,49.742,154.538,42.041,0.6664,0.068,59.78,보정 권장
1692,3092,5.2318,0.5471,150.232,46.465,138.742,20.371,0.7866,0.0394,55.29,보정 권장
1808,1208,2.1844,1.4959,154.075,28.141,339.179,18.569,0.5818,0.0716,57.43,보정 권장
4764,2519,12.0,1.8914,172.624,45.215,181.129,27.059,0.7533,0.0346,55.66,보정 권장
1134,1255,1.4232,0.9036,98.888,45.235,166.181,11.869,0.4804,0.0532,44.55,재촬영 권장
1284,2084,2.6773,0.6162,119.91,20.392,75.114,16.536,0.4505,0.0124,49.36,보정 권장
950,1026,0.9746,0.9253,118.142,35.289,268.094,39.026,0.5453,0.0801,51.66,보정 권장
1165,1251,1.4576,0.9309,73.37,39.181,212.376,39.091,0.4494,0.1064,46.66,재촬영 권장
1545,1620,2.5022,0.9536,114.456,52.443,187.163,15.306,0.3092,0.0392,56.57,보정 권장
1801,2379,4.2837,0.757,178.455,53.304,298.973,39.466,0.3573,0.0891,67.97,보정 권장
1755,1518,2.6653,1.1559,134.494,34.536,490.126,36.36,0.2498,0.1852,74.17,보정 권장
2661,2334,6.2112,1.1401,71.158,53.44,470.064,51.138,0.5451,0.1457,78.52,제작 적합
1124,1633,1.8362,0.6883,62.766,41.723,411.133,37.968,0.4521,0.1154,58.95,보정 권장
1329,1116,1.4832,1.191,191.591,3.0,201.312,44.82,0.3851,0.0672,40.6,재촬영 권장
4477,2680,12.0,1.6706,121.387,36.275,150.079,36.679,0.348,0.0661,62.12,보정 권장
1725,1653,2.8518,1.0439,99.104,64.422,97.703,43.719,0.5409,0.0783,65.31,보정 권장
981,1067,1.0467,0.9191,114.04,14.727,146.587,11.98,0.5905,0.046,34.86,재촬영 권장
1017,1053,1.0707,0.9651,65.908,47.028,254.461,28.296,0.2465,0.0685,38.65,재촬영 권장
999,857,0.8562,1.1663,181.924,73.535,123.199,29.454,0.2182,0.0232,37.1,재촬영 권장
1736,2676,4.6462,0.6488,109.278,31.309,272.575,26.588,0.6218,0.0902,63.69,보정 권장
1225,1176,1.4408,1.042,179.696,45.039,104.852,36.214,0.2025,0.0181,37.04,재촬영 권장
1426,1573,2.2429,0.907,127.066,21.528,56.068,38.881,0.5485,0.0247,50.69,보정 권장
1731,1091,1.8889,1.5872,182.181,74.29,522.658,35.492,0.741,0.1325,69.24,보정 권장
1923,2009,3.8632,0.9574,135.268,43.5,163.12,27.523,0.7415,0.0823,60.95,보정 권장
1190,784,0.9334,1.5174,159.129,45.839,117.699,19.7,0.5828,0.0393,38.2,재촬영 권장
759,1001,0.7597,0.7589,153.764,69.377,93.41,45.361,0.5776,0.0513,47.49,보정 권장
1684,1454,2.4474,1.1581,149.932,56.907,365.839,34.896,0.8553,0.0794,65.79,보정 권장
1929,1781,3.435,1.0831,138.917,29.239,861.675,15.739,0.0298,0.238,71.12,보정 권장
1473,1831,2.6978,0.8047,115.686,33.349,173.937,27.288,0.3664,0.0394,57.29,보정 권장
1005,961,0.9653,1.0453,201.617,53.909,205.913,5.594,0.6027,0.063,34.83,재촬영 권장
2232,1649,3.6799,1.3541,88.723,33.766,655.848,30.495,0.3893,0.2282,78.63,제작 적합
972,1054,1.024,0.9222,125.172,6.89,49.012,27.223,0.6732,0.0509,32.9,재촬영 권장
905,1382,1.2508,0.6551,125.595,44.042,1467.98,21.957,0.4429,0.3844,70.49,제작 적합
923,927,0.8552,0.9956,141.098,18.356,2000.0,52.184,0.4737,0.5,65.66,보정 권장
2269,2843,6.4507,0.798,107.821,74.093,21.884,13.814,0.4006,0.0072,59.17,보정 권장
1802,1963,3.5368,0.918,137.59,48.182,228.997,39.89,0.3559,0.1006,70.05,제작 적합
1838,1876,3.4475,0.9798,118.246,28.707,130.897,60.614,0.3515,0.0221,60.69,보정 권장
2003,3068,6.145,0.6528,61.722,32.425,196.993,45.082,0.4988,0.0644,59.06,제작 적합
2831,4239,12.0,0.6677,125.382,10.991,171.557,29.558,0.3106,0.0359,57.53,보정 권장
696,617,0.4295,1.1281,80.977,25.21,519.073,14.123,0.6216,0.1549,43.56,재촬영 권장
950,1083,1.029,0.8775,55.625,63.294,225.913,10.931,0.5676,0.0776,39.71,재촬영 권장
778,1477,1.1487,0.5267,130.475,85.172,110.128,24.238,0.6479,0.0414,49.8,보정 권장
1064,874,0.93,1.2168,144.515,58.075,214.111,20.382,0.2468,0.0954,44.51,재촬영 권장
901,842,0.7583,1.0705,146.068,43.343,397.33,19.926,0.1441,0.108,45.89,보정 권장
1130,1351,1.5272,0.8366,147.687,37.225,86.152,25.432,0.4492,0.0481,43.94,보정 권장
694,964,0.6691,0.7195,47.696,27.783,56.818,28.569,0.9718,0.0506,12.04,재촬영 권장
1825,1481,2.7039,1.2324,70.559,82.076,1502.566,36.793,0.6779,0.366,81.31,제작 적합
1512,1386,2.0953,1.0913,203.941,41.603,140.229,12.671,0.3502,0.0401,38.49,재촬영 권장
2365,1304,3.0835,1.8142,83.112,83.081,220.929,20.449,0.5264,0.0763,66.95,제작 적합
1873,1686,3.1585,1.1108,149.434,70.083,174.765,27.765,0.581,0.0763,69.44,보정 권장
1947,1767,3.4413,1.1018,97.522,13.666,409.419,27.263,0.2037,0.1508,61.94,보정 권장
1171,1221,1.4291,0.9591,128.187,33.013,1232.712,55.71,0.6965,0.3239,71.56,제작 적합
3836,3128,12.0,1.2265,99.67,32.957,421.324,33.251,0.4199,0.119,72.5,제작 적합
1699,1453,2.4698,1.1691,147.462,43.563,63.748,7.41,0.4337,0.0185,48.94,보정 권장
715,523,0.3742,1.3674,130.471,43.914,71.934,35.855,0.4543,0.0446,39.39,재촬영 권장
844,961,0.8114,0.8778,107.068,90.0,174.582,37.639,0.656,0.0577,48.92,보정 권장
612,682,0.4176,0.8969,82.993,25.61,196.38,28.248,0.3141,0.0636,28.97,재촬영 권장
1342,1513,2.0314,0.8871,135.711,49.121,53.075,13.012,0.1427,0.0314,41.73,재촬영 권장
1478,1213,1.7923,1.2186,76.491,56.097,522.627,54.613,0.5081,0.1617,72.43,제작 적합
1381,950,1.312,1.4544,142.099,44.972,94.045,15.022,0.0821,0.0322,34.08,재촬영 권장
3271,3669,12.0,0.8916,230.059,46.983,958.56,39.251,0.3958,0.2442,75.73,제작 적합
1717,1909,3.278,0.8993,179.007,26.193,1286.95,32.801,0.6636,0.3504,74.75,보정 권장
2039,1885,3.8445,1.0817,153.734,46.917,199.943,38.411,0.5542,0.0095,67.41,보정 권장
902,959,0.8652,0.9404,121.576,54.205,371.124,53.896,0.6376,0.1007,60.08,보정 권장
1016,801,0.8138,1.2687,47.45,50.897,82.493,37.863,0.5617,0.0176,32.04,재촬영 권장
1085,1905,2.0674,0.5695,72.109,55.264,438.241,22.179,0.8839,0.1536,55.8,보정 권장
1379,1695,2.337,0.8133,176.312,70.427,159.667,45.484,0.3441,0.0511,59.98,보정 권장
556,676,0.3762,0.8223,93.41,61.865,93.968,21.165,0.5217,0.0323,36.22,재촬영 권장
976,1743,1.7004,0.5598,97.03,46.283,192.686,32.29,0.3711,0.0672,50.2,보정 권장
1262,1605,2.0255,0.7859,118.374,23.908,164.398,11.897,0.6222,0.0492,45.71,재촬영 권장
1145,1439,1.6479,0.7955,82.518,34.2,186.572,15.534,0.4389,0.0586,42.09,재촬영 권장
956,1006,0.9618,0.951,75.929,41.047,587.674,30.719,0.7594,0.1689,55.23,보정 권장
1275,965,1.2307,1.3208,122.981,49.542,123.308,35.153,0.3545,0.0424,47.65,보정 권장
1267,1347,1.7057,0.9406,89.339,36.39,1191.516,6.167,0.7033,0.3093,60.29,보정 권장
1295,1676,2.1703,0.7728,95.359,28.157,75.861,36.962,0.5568,0.0188,46.72,보정 권장
1843,1870,3.4468,0.9859,93.752,23.612,1069.93,18.528,0.4442,0.2644,75.76,제작 적합
2622,2017,5.2905,1.2999,145.894,15.279,100.143,47.916,0.5476,0.0462,58.76,보정 권장
1096,1399,1.5345,0.7835,115.715,40.771,249.772,25.072,0.497,0.0886,54.82,보정 권장
1028,1291,1.3266,0.7964,117.857,18.546,160.82,14.269,0.5141,0.0316,41.14,보정 권장
1847,1606,2.9655,1.1499,148.878,26.991,183.48,31.061,0.4128,0.0811,59.9,보정 권장
1811,1914,3.4657,0.9461,119.318,37.91,514.236,17.173,0.3237,0.1638,75.9,제작 적합
1261,1073,1.3531,1.1757,113.87,20.953,964.206,47.765,0.3897,0.2805,67.64,보정 권장
2015,2022,4.0735,0.9966,143.818,51.836,729.919,30.007,0.147,0.2085,81.62,제작 적합
2399,2013,4.8296,1.1917,151.728,58.324,173.658,27.877,0.6016,0.0762,65.73,보정 권장
2222,2878,6.396,0.772,119.117,35.11,295.093,38.285,0.2277,0.1375,66.3,보정 권장
3143,3153,9.9109,0.997,128.224,37.134,123.667,15.931,0.4108,0.0449,59.14,제작 적합
933,983,0.917,0.9487,93.728,54.674,102.418,11.952,0.5666,0.0247,36.91,재촬영 권장
1222,1657,2.0252,0.7379,90.573,32.148,89.103,35.717,0.6011,0.0116,44.88,재촬영 권장
1169,1728,2.0204,0.6765,155.766,30.911,168.62,14.605,0.1306,0.0973,39.86,재촬영 권장
1474,1242,1.831,1.187,142.798,66.537,312.97,14.6,0.4335,0.1336,63.43,제작 적합
1011,1103,1.115,0.916,143.212,60.915,44.738,41.715,0.5328,0.0127,48.67,보정 권장
638,824,0.5253,0.7745,136.234,55.828,239.785,37.351,0.4594,0.0654,51.68,보정 권장
1457,1492,2.174,0.9762,126.848,61.662,978.366,12.446,0.6919,0.2581,78.18,보정 권장
1152,869,1.0016,1.3258,152.856,9.409,686.208,21.332,0.3021,0.216,55.82,보정 권장
1105,1955,2.1609,0.5654,162.404,69.369,147.643,17.348,0.0812,0.0312,47.62,보정 권장
821,1193,0.9787,0.6879,161.449,52.057,71.113,54.868,0.5959,0.0,42.51,보정 권장
768,968,0.7434,0.794,120.969,63.194,378.157,42.684,0.3533,0.1579,60.65,보정 권장
1886,1309,2.4695,1.4409,180.48,51.969,31.055,24.108,0.1335,0.034,41.03,보정 권장
1568,1461,2.291,1.0732,134.138,45.881,678.985,38.067,0.4215,0.1988,83.57,제작 적합
2020,1668,3.3686,1.2115,150.295,40.044,206.28,11.013,0.6715,0.0675,57.92,보정 권장
3004,3995,12.0,0.752,136.284,51.609,1299.365,20.583,0.2226,0.3542,82.6,제작 적합
1393,1843,2.5669,0.7559,134.88,39.389,52.836,31.468,0.8705,0.0029,48.16,재촬영 권장
1860,1663,3.0948,1.1185,95.57,60.622,571.23,36.331,0.2992,0.146,83.85,제작 적합
877,864,0.7583,1.0147,153.054,16.444,228.378,28.636,0.4657,0.0792,40.12,재촬영 권장
849,740,0.6281,1.147,238.812,35.252,185.585,33.472,0.2306,0.021,24.64,재촬영 권장
2816,2951,8.3119,0.9542,110.008,81.807,72.865,31.097,0.4575,0.0322,65.81,보정 권장
966,901,0.8711,1.072,127.84,33.731,427.363,27.71,0.4259,0.1196,56.92,보정 권장
902,867,0.7816,1.0403,107.152,40.704,459.429,25.854,0.1819,0.1288,49.69,재촬영 권장
1531,1261,1.9308,1.2146,105.479,29.114,1246.476,24.032,0.9586,0.3206,60.66,제작 적합
1502,1228,1.8441,1.2235,186.778,51.045,619.372,33.247,0.3608,0.1549,69.4,보정 권장
769,1154,0.8877,0.667,98.081,31.747,146.49,35.751,0.361,0.0202,37.52,보정 권장
931,1633,1.5199,0.5702,106.037,41.659,101.29,32.777,0.6244,0.0482,44.48,재촬영 권장
2787,2170,6.0471,1.2846,61.5,60.28,72.953,13.5,0.7766,0.0322,45.97,재촬영 권장
1141,848,0.9683,1.3457,94.696,32.422,941.395,16.015,0.6528,0.2278,56.35,보정 권장
665,858,0.5705,0.7748,56.664,59.195,124.102,35.584,0.2338,0.0523,30.04,재촬영 권장
1713,2727,4.6715,0.6282,150.272,59.8,947.349,50.603,0.4885,0.2509,93.9,제작 적합
1787,1743,3.115,1.0251,236.988,63.989,401.026,32.134,0.1114,0.111,61.32,보정 권장
1202,952,1.1442,1.262,110.333,47.53,336.424,24.237,0.6123,0.061,53.54,보정 권장
869,554,0.4815,1.5674,58.33,90.0,189.669,33.141,0.1557,0.0811,33.02,재촬영 권장
1079,948,1.0233,1.1378,161.0,63.982,453.079,14.085,0.3054,0.1086,56.25,보정 권장
1317,1445,1.9039,0.9113,95.923,50.848,246.543,48.325,0.4494,0.0829,60.37,보정 권장
2137,2672,5.7102,0.7999,176.974,29.233,179.319,32.612,0.5301,0.0487,57.57,보정 권장
888,886,0.7868,1.0029,113.719,43.253,467.718,20.628,0.403,0.1292,56.04,보정 권장
1311,1413,1.8535,0.9279,99.727,70.674,219.617,27.665,0.7234,0.098,55.86,보정 권장
1688,2176,3.6722,0.7759,117.882,75.772,121.871,22.621,0.5802,0.0611,66.88,보정 권장
626,375,0.2346,1.6689,155.311,71.61,428.935,48.363,0.5661,0.1498,60.49,보정 권장
2815,1802,5.0711,1.5625,115.903,59.133,236.01,27.169,0.2287,0.0856,66.15,보정 권장
957,721,0.69,1.3284,105.131,22.398,388.184,32.175,0.7559,0.125,43.34,재촬영 권장
1464,1842,2.6965,0.7944,117.047,53.769,166.166,38.032,0.3054,0.0259,62.87,제작 적합
1758,1420,2.4972,1.2383,74.126,22.655,84.205,19.629,0.7628,0.0347,36.62,재촬영 권장
2496,2127,5.3083,1.1734,140.881,18.226,1191.571,32.712,0.814,0.3134,75.99,제작 적합
1915,1715,3.2837,1.117,53.531,49.305,1005.672,33.842,0.5423,0.2959,78.86,제작 적합
567,415,0.2354,1.3667,107.235,54.418,553.835,8.243,0.6358,0.1483,53.91,보정 권장
1076,918,0.9869,1.1722,155.375,61.261,176.343,33.538,0.02,0.0694,39.47,재촬영 권장
1651,1372,2.2649,1.2032,137.122,53.948,190.79,29.359,0.4149,0.0722,61.9,보정 권장
1403,1196,1.6781,1.1726,148.613,54.569,867.448,31.82,0.6484,0.26,74.54,제작 적합
1830,1680,3.0741,1.0889,122.398,27.276,181.819,30.499,0.6164,0.0628,61.26,보정 권장
1614,2521,4.0697,0.6402,171.79,43.11,141.48,33.628,0.2304,0.0719,54.31,보정 권장
1879,1840,3.4582,1.0211,161.988,17.872,1348.128,48.723,0.3971,0.3229,80.2,제작 적합
1198,1377,1.6492,0.8702,142.846,8.939,239.499,13.487,0.02,0.0476,36.67,보정 권장
525,723,0.3796,0.7262,162.102,58.332,1227.879,25.21,0.5243,0.2813,62.72,보정 권장
1422,934,1.3274,1.5227,155.017,31.444,71.016,39.333,0.111,0.0535,33.6,재촬영 권장
2117,1374,2.9092,1.5407,107.421,60.705,398.548,36.733,0.6535,0.1331,77.44,제작 적합
1026,730,0.7496,1.4047,71.244,64.95,1612.329,36.432,0.6629,0.441,62.4,보정 권장
1940,1820,3.53,1.0659,141.814,33.852,256.784,68.55,0.3646,0.0706,68.63,제작 적합
2520,1798,4.5299,1.4017,146.844,55.626,197.129,38.598,0.5438,0.058,70.8,제작 적합
1500,1495,2.2419,1.003,168.619,33.099,87.399,45.833,0.4109,0.0394,49.45,보정 권장
365,347,0.1269,1.052,87.547,11.774,662.201,25.701,0.4935,0.2144,51.6,보정 권장
694,912,0.6331,0.7608,88.743,47.22,125.004,16.099,0.2435,0.0851,29.15,재촬영 권장
3473,3145,10.9213,1.1043,143.396,36.524,229.553,25.6,0.562,0.0933,65.19,보정 권장
1114,1098,1.2229,1.0152,122.153,37.078,82.303,39.967,0.1546,0.0472,38.6,재촬영 권장
492,681,0.3353,0.722,49.57,80.556,1015.022,35.696,0.1206,0.3005,50.8,보정 권장
2450,2481,6.0792,0.9873,140.004,17.535,706.878,35.646,0.4281,0.1916,82.58,제작 적합
1409,1437,2.0242,0.9803,50.903,51.892,242.993,26.999,0.412,0.0729,49.26,보정 권장
2911,1857,5.4065,1.5674,87.19,27.093,88.476,24.767,0.499,0.0395,52.13,보정 권장
1791,1433,2.5662,1.2505,179.067,61.349,996.03,27.482,0.3331,0.2494,77.94,제작 적합
1741,1736,3.0218,1.0029,197.995,50.372,179.85,40.143,0.7894,0.0615,54.57,재촬영 권장
1718,1614,2.7728,1.0642,76.374,51.828,92.46,41.77,0.4789,0.0208,57.55,보정 권장
1946,1925,3.7467,1.0111,111.824,27.992,51.191,15.913,0.4919,0.0533,52.47,보정 권장
3377,3553,12.0,0.9505,126.705,31.219,139.783,40.673,0.4855,0.0658,65.43,보정 권장
1912,2506,4.7925,0.7629,196.249,61.691,67.511,20.89,0.6305,0.0655,51.51,보정 권장
681,708,0.4823,0.9629,105.285,76.874,142.725,36.565,0.5537,0.0231,46.18,재촬영 권장
1575,1898,2.9896,0.8298,105.925,53.646,488.544,27.312,0.5296,0.1802,81.76,제작 적합
2022,2764,5.5872,0.7316,186.949,28.846,178.324,51.921,0.5825,0.0331,57.18,보정 권장
2590,2279,5.9037,1.1363,110.008,51.101,344.325,24.147,0.1216,0.0821,65.53,보정 권장
1226,1111,1.3623,1.1028,153.888,88.694,130.381,32.501,0.1284,0.0402,45.33,재촬영 권장
1911,2987,5.7065,0.6398,65.914,46.844,265.102,38.492,0.4363,0.1124,63.78,보정 권장
2114,2180,4.6095,0.9698,118.151,71.313,1408.487,17.765,0.4144,0.3766,90.08,제작 적합
3923,3059,12.0,1.2826,58.616,31.674,182.696,28.98,0.5544,0.0608,52.89,보정 권장
1152,884,1.0183,1.3032,82.783,44.242,353.346,26.268,0.4536,0.0925,49.88,재촬영 권장
1280,990,1.2668,1.2923,158.568,56.152,61.098,22.807,0.5547,0.0078,42.32,재촬영 권장
1238,1226,1.5184,1.0098,123.004,52.152,981.966,23.844,0.2258,0.2881,69.68,제작 적합
1021,1261,1.2865,0.8096,112.236,31.205,162.711,45.568,0.4481,0.0767,48.36,보정 권장
827,1085,0.8977,0.7627,95.05,30.429,643.512,21.62,0.2086,0.2079,53.16,보정 권장
426,391,0.1664,1.09,116.174,62.789,223.766,37.93,0.5196,0.0839,49.81,보정 권장
1219,1109,1.3524,1.0995,137.045,66.448,433.496,34.404,0.1119,0.0755,62.64,보정 권장
1961,1422,2.7887,1.3797,164.317,72.219,457.315,10.442,0.5127,0.1094,77.28,제작 적합
1300,987,1.2831,1.3165,19.994,77.471,166.378,37.268,0.1856,0.0709,37.81,재촬영 권장
3323,3435,11.4157,0.9675,91.73,47.423,667.926,10.211,0.381,0.1796,77.83,제작 적합
1218,1662,2.0242,0.7327,131.364,39.398,126.264,38.793,0.6111,0.0404,55.27,보정 권장
