width,height,megapixels,aspect_ratio,brightness,contrast,sharpness,colorfulness,subject_ratio,edge_density,quality_score,label
1196,1503,1.7979,0.7962,196.519,53.606,109.832,16.575,0.4768,0.056,42.19,재촬영 권장
959,1125,1.0787,0.8519,53.526,76.2,2000.0,41.288,0.26,0.4922,62.9,보정 권장
3004,2464,7.4025,1.2191,103.572,69.413,250.37,10.208,0.1333,0.076,61.33,보정 권장
1703,1561,2.6578,1.0912,136.517,57.152,668.029,48.549,0.614,0.1687,89.93,제작 적합
1619,1919,3.1069,0.8436,148.023,33.325,157.57,8.273,0.445,0.0507,56.41,보정 권장
1525,916,1.3958,1.6652,190.262,20.53,206.71,2.0,0.6267,0.0853,32.17,재촬영 권장
763,429,0.3272,1.7812,54.487,44.497,85.022,37.614,0.1683,0.0393,20.77,재촬영 권장
833,1200,0.9991,0.6938,126.711,38.98,99.864,27.521,0.2332,0.035,37.84,재촬영 권장
889,824,0.7321,1.0784,159.387,34.045,36.57,31.635,0.4326,0.0544,32.97,재촬영 권장
2286,1221,2.7909,1.8725,72.454,40.081,762.934,36.138,0.3316,0.2128,75.33,제작 적합
1629,1339,2.1815,1.2165,123.412,16.981,91.63,29.608,0.463,0.0046,49.23,보정 권장
1014,959,0.9721,1.0568,200.392,70.257,373.135,17.294,0.3392,0.0944,48.09,보정 권장
1157,1219,1.4097,0.9493,177.66,25.674,359.411,33.03,0.3897,0.1197,49.21,보정 권장
2675,3062,8.1905,0.8735,146.58,33.612,145.271,34.987,0.2464,0.0666,57.1,보정 권장
894,943,0.8434,0.9483,20.437,54.66,276.743,37.072,0.6792,0.0952,38.88,재촬영 권장
873,1002,0.8755,0.8714,119.787,17.397,242.511,58.518,0.3933,0.0873,45.87,보정 권장
1401,1163,1.6285,1.2047,140.457,60.622,167.332,19.447,0.2395,0.0456,49.5,보정 권장
982,1085,1.066,0.9053,112.661,60.91,277.05,30.963,0.5716,0.0889,55.83,보정 권장
1104,1232,1.3597,0.8956,122.382,39.697,277.267,38.036,0.5366,0.0673,57.46,보정 권장
1546,2088,3.2267,0.7404,248.337,26.708,102.844,23.581,0.489,0.0306,44.41,보정 권장
3064,3103,9.5081,0.9877,116.421,36.959,79.629,12.792,0.4901,0.0232,56.11,보정 권장
568,710,0.4032,0.7997,86.215,13.586,120.466,21.852,0.3799,0.0348,24.36,재촬영 권장
1371,1435,1.9674,0.9558,134.715,68.57,295.72,45.282,0.4269,0.0884,72.06,제작 적합
1641,1265,2.076,1.2975,112.373,45.921,951.839,26.131,0.0551,0.2547,67.97,제작 적합
1426,1301,1.8545,1.0958,112.61,32.493,1031.935,38.785,0.1722,0.2633,68.28,보정 권장
1385,1221,1.69,1.1345,121.516,29.581,353.439,19.456,0.2306,0.1308,52.21,보정 권장
1269,1161,1.4723,1.0931,155.962,54.748,635.513,36.404,0.5014,0.1709,75.97,제작 적합
2239,2206,4.9378,1.0149,134.5,70.546,295.986,20.298,0.6684,0.1253,74.39,제작 적합
1129,1166,1.3159,0.9687,76.942,23.349,735.591,17.904,0.4209,0.2246,56.61,보정 권장
1285,1388,1.7835,0.9259,119.692,35.229,297.265,31.613,0.4025,0.0713,58.03,보정 권장
1555,1286,1.9998,1.209,143.978,15.097,380.049,30.747,0.6516,0.1334,58.49,보정 권장
1296,1700,2.2032,0.7626,106.291,56.494,202.683,51.158,0.3853,0.0439,62.45,보정 권장
1548,1107,1.7149,1.3982,170.958,47.662,262.423,6.673,0.5674,0.1149,49.11,보정 권장
2227,2208,4.9159,1.0086,156.085,83.432,1536.134,37.307,0.5273,0.4112,93.33,제작 적합
1283,1547,1.9844,0.8293,85.369,42.916,86.686,53.142,0.2131,0.0228,43.64,재촬영 권장
1439,1626,2.3392,0.8849,137.792,37.585,264.408,49.554,0.5066,0.0435,67.56,보정 권장
1270,1504,1.9095,0.8443,204.351,32.929,152.254,24.487,0.4869,0.0508,41.07,재촬영 권장
919,883,0.8109,1.0409,187.407,59.523,643.003,20.213,0.2449,0.1546,56.17,보정 권장
890,1065,0.9476,0.8357,122.749,17.271,1423.225,22.892,0.2652,0.3979,57.37,보정 권장
1017,764,0.7774,1.3305,160.904,57.78,197.251,34.319,0.2225,0.0452,41.86,재촬영 권장
1399,1701,2.3786,0.8225,98.045,49.204,20.036,32.718,0.6955,0.0209,48.58,보정 권장
772,1363,1.0523,0.5666,67.077,36.39,466.682,35.019,0.8279,0.1467,46.6,보정 권장
801,961,0.7694,0.833,147.173,29.622,466.944,38.595,0.5767,0.1372,56.79,보정 권장
1225,2023,2.478,0.6052,134.861,62.971,54.992,14.635,0.7309,0.0392,52.82,보정 권장
1782,1800,3.2081,0.9901,145.566,76.727,210.241,13.802,0.2092,0.0679,63.84,보정 권장
731,561,0.41,1.3032,124.012,37.401,247.312,12.386,0.702,0.0963,37.34,재촬영 권장
3280,2790,9.1509,1.1758,138.039,54.025,30.61,10.726,0.8032,0.0094,52.14,보정 권장
1214,1696,2.059,0.7158,104.483,74.713,493.018,28.574,0.7394,0.1546,72.29,제작 적합
1226,1484,1.8194,0.8265,143.93,34.425,396.087,34.471,0.2821,0.0954,60.32,보정 권장
2855,1830,5.2239,1.56,158.323,40.704,328.539,66.361,0.6446,0.1057,70.96,제작 적합
1519,1402,2.1297,1.0829,122.664,24.186,97.952,37.659,0.4298,0.0221,50.89,보정 권장
1078,1077,1.1615,1.001,157.566,42.478,135.456,30.245,0.6429,0.0499,41.51,재촬영 권장
3953,3036,12.0,1.3021,54.162,43.609,145.692,50.377,0.3354,0.068,53.95,보정 권장
1185,642,0.7605,1.8463,93.551,37.858,410.405,19.454,0.4527,0.147,49.16,보정 권장
1592,1151,1.8318,1.3828,182.781,32.38,105.033,34.875,0.3482,0.0108,40.33,재촬영 권장
2107,2035,4.2872,1.0355,195.467,17.965,1027.197,43.982,0.5356,0.2617,76.01,제작 적합
914,836,0.7637,1.0927,135.024,22.028,373.424,41.293,0.4322,0.0941,52.98,보정 권장
1459,1250,1.8245,1.1668,120.866,28.31,34.441,35.799,0.6497,0.0525,44.01,재촬영 권장
1559,1817,2.8322,0.858,74.281,55.955,1261.227,24.992,0.598,0.3182,79.11,제작 적합
3035,3954,12.0,0.7675,139.543,36.3,304.05,12.17,0.5249,0.1098,67.56,보정 권장
953,940,0.8955,1.0132,156.138,30.442,156.958,27.798,0.4438,0.049,39.04,재촬영 권장
1230,1558,1.916,0.7891,65.728,56.219,288.385,21.449,0.3964,0.0636,52.5,보정 권장
1888,1917,3.6182,0.9848,147.356,54.621,47.694,39.891,0.4513,0.034,63.14,보정 권장
1484,1449,2.1513,1.0243,144.627,32.099,312.814,28.042,0.585,0.0756,60.28,보정 권장
1103,614,0.6775,1.7955,142.635,34.284,26.39,38.064,0.4737,0.0409,37.69,재촬영 권장
1528,1890,2.8877,0.8083,79.899,56.301,100.746,6.897,0.5026,0.0614,53.84,보정 권장
1462,1507,2.2033,0.97,146.674,51.245,927.401,43.97,0.4438,0.278,83.77,제작 적합
1693,1764,2.9868,0.9598,65.082,30.697,850.468,17.761,0.437,0.2125,72.22,제작 적합
2485,2228,5.5371,1.1155,184.544,49.117,190.16,7.572,0.3313,0.0984,52.98,보정 권장
2543,1958,4.978,1.2991,130.407,44.497,105.989,10.242,0.114,0.0654,51.88,보정 권장
1598,1806,2.8868,0.8846,78.454,64.073,624.998,20.983,0.5532,0.1407,82.47,제작 적합
1468,1802,2.645,0.8144,178.807,30.14,249.385,46.128,0.5509,0.1259,59.94,보정 권장
703,1059,0.7442,0.6635,171.16,60.124,318.518,40.239,0.2766,0.1327,49.16,보정 권장
1186,1495,1.7723,0.7933,98.983,52.404,469.225,13.154,0.7933,0.1166,58.66,보정 권장
1670,1460,2.4386,1.1435,213.164,27.713,95.477,31.242,0.2412,0.0502,35.92,재촬영 권장
1187,1174,1.3941,1.0115,84.834,63.07,548.184,28.492,0.6294,0.1304,66.63,보정 권장
1302,1678,2.1836,0.7758,137.537,60.588,36.1,7.494,0.4959,0.0262,52.83,보정 권장
931,1022,0.9516,0.911,172.298,22.383,1025.08,15.777,0.5071,0.2797,56.07,보정 권장
2832,2810,7.9569,1.0079,34.173,78.996,60.024,2.0,0.6546,0.047,45.8,보정 권장
3689,3253,12.0,1.1342,165.059,25.331,144.853,17.514,0.6159,0.0397,51.54,보정 권장
1102,1278,1.4085,0.8621,122.411,29.23,139.35,2.0,0.455,0.0541,41.68,보정 권장
1641,1747,2.8676,0.9393,124.372,39.463,515.09,18.584,0.2607,0.1302,74.73,제작 적합
1014,1598,1.62,0.6347,81.926,58.226,523.607,16.565,0.2317,0.1582,59.91,보정 권장
2162,2883,6.2322,0.7499,138.261,55.009,364.393,18.562,0.4847,0.124,76.95,제작 적합
2105,1405,2.9584,1.4984,80.609,43.373,432.538,18.184,0.734,0.1293,65.05,보정 권장
1114,1925,2.1442,0.5787,86.262,68.479,403.451,46.592,0.6084,0.1433,71.81,보정 권장
1226,1334,1.6353,0.919,107.091,51.96,242.915,25.002,0.445,0.0954,55.39,보정 권장
1538,1456,2.2404,1.0563,75.907,68.996,43.39,33.46,0.51,0.038,52.98,재촬영 권장
860,945,0.8129,0.9107,187.909,90.0,29.956,40.828,0.5736,0.0502,39.43,보정 권장
1732,2120,3.6734,0.8171,71.851,48.329,30.07,42.919,0.7592,0.0027,50.44,보정 권장
1018,1033,1.0519,0.9848,94.809,3.0,248.235,39.757,0.3143,0.0811,40.6,재촬영 권장
1798,1800,3.2367,0.9988,112.346,37.205,209.652,22.057,0.5808,0.0372,62.41,보정 권장
1484,1515,2.2475,0.9797,125.143,26.457,227.686,14.26,0.5006,0.0763,56.16,보정 권장
1830,2927,5.358,0.6254,156.693,46.588,320.195,18.838,0.3144,0.0905,65.58,보정 권장
1378,1430,1.9696,0.9638,157.732,46.684,207.929,23.222,0.2683,0.0881,50.01,보정 권장
2014,2494,5.0224,0.8075,112.886,23.832,101.534,30.07,0.6785,0.0364,53.18,보정 권장
872,1000,0.872,0.872,109.637,25.091,63.296,28.768,0.5101,0.0229,35.05,재촬영 권장
1914,1808,3.4613,1.0584,126.401,40.443,43.671,45.713,0.4131,0.0288,62.22,보정 권장
1385,1180,1.6347,1.1737,157.881,41.604,810.268,28.521,0.4688,0.2197,71.58,제작 적합
1726,1380,2.382,1.2513,152.899,3.0,606.538,55.697,0.6271,0.1816,75.41,제작 적합
1373,1554,2.1334,0.8833,104.345,61.832,72.619,44.763,0.4678,0.0206,58.07,보정 권장
2419,1920,4.6451,1.2599,42.632,45.536,199.98,23.089,0.7391,0.0401,48.73,보정 권장
660,492,0.3248,1.341,210.722,44.827,391.101,42.333,0.4042,0.0861,42.22,보정 권장
1885,1419,2.6749,1.3286,163.057,50.141,1154.86,2.0,0.31,0.3312,74.15,제작 적합
859,607,0.5211,1.4154,135.533,27.255,146.798,49.741,0.4307,0.0315,41.13,재촬영 권장
2390,2479,5.9256,0.9642,138.618,44.119,304.379,35.897,0.2824,0.0867,70.11,보정 권장
570,595,0.3388,0.9574,104.136,63.008,765.629,35.689,0.3882,0.1893,64.67,보정 권장
998,812,0.8104,1.2291,84.958,63.692,50.492,5.87,0.6708,0.0498,30.63,재촬영 권장
561,790,0.4434,0.7106,111.701,53.021,129.597,66.114,0.7573,0.041,39.08,재촬영 권장
3036,2881,8.7448,1.0538,116.101,40.149,248.64,26.351,0.5643,0.1062,67.06,보정 권장
741,846,0.6269,0.8758,99.99,30.719,131.025,27.945,0.4864,0.0386,35.71,재촬영 권장
1422,1559,2.2159,0.9119,66.714,67.96,1877.95,46.124,0.2877,0.4951,76.61,제작 적합
894,1381,1.2348,0.647,112.497,54.126,582.674,27.22,0.2709,0.1804,66.7,보정 권장
563,703,0.3959,0.8004,148.062,37.632,309.992,17.81,0.5173,0.1164,44.05,보정 권장
1212,1218,1.4764,0.9949,105.204,7.167,104.479,39.43,0.4809,0.0223,42.87,재촬영 권장
2129,1705,3.6314,1.2487,125.879,29.83,581.819,15.474,0.3467,0.158,78.68,제작 적합
1473,1150,1.6944,1.2808,42.171,11.338,466.837,40.635,0.3708,0.1349,50.45,보정 권장
2138,2182,4.6651,0.9801,116.695,66.759,158.655,31.968,0.7309,0.0233,66.18,보정 권장
1174,1230,1.444,0.9538,120.122,48.289,171.086,46.139,0.6288,0.0767,53.81,보정 권장
1279,1574,2.0124,0.8125,75.956,31.978,65.073,12.652,0.4605,0.0438,37.55,재촬영 권장
1251,1131,1.4146,1.1058,55.819,40.157,239.212,47.833,0.492,0.0897,47.24,보정 권장
1600,1703,2.7247,0.94,141.473,90.0,580.468,34.204,0.6803,0.1374,87.88,제작 적합
3585,3081,11.0471,1.1635,92.614,66.297,658.83,58.268,0.5157,0.1882,92.5,제작 적합
2072,1337,2.7709,1.5495,144.535,21.443,443.525,20.668,0.4938,0.1394,70.43,보정 권장
1537,1550,2.3825,0.9919,108.192,42.705,557.967,56.588,0.1684,0.1797,74.0,보정 권장
888,1291,1.1463,0.6877,149.928,23.403,147.738,40.073,0.1478,0.0465,35.79,재촬영 권장
904,1121,1.0133,0.8064,111.448,14.733,165.139,41.296,0.1079,0.0745,34.16,재촬영 권장
2278,3279,7.4694,0.6945,64.735,48.058,796.768,19.581,0.046,0.2579,67.46,제작 적합
738,996,0.735,0.7414,121.541,87.448,392.372,37.99,0.4485,0.1093,64.3,보정 권장
1104,797,0.8793,1.3859,111.869,72.454,121.659,39.59,0.5103,0.0421,51.57,보정 권장
1392,1316,1.8321,1.0583,151.295,45.768,411.065,18.1,0.2944,0.1162,59.45,보정 권장
965,1412,1.3627,0.6838,106.976,38.377,560.12,13.43,0.5302,0.1304,63.83,보정 권장
3701,3143,11.6315,1.1775,109.277,48.547,498.796,18.929,0.5305,0.1374,79.88,제작 적합
571,417,0.2378,1.3704,159.395,63.227,283.842,50.936,0.4368,0.123,50.86,보정 권장
1591,1740,2.7687,0.914,171.652,19.239,157.93,32.24,0.1861,0.041,46.12,보정 권장
1791,2121,3.7984,0.8445,155.378,12.029,373.154,43.411,0.7103,0.1094,66.83,제작 적합
819,891,0.7296,0.9191,166.512,78.195,1259.991,34.136,0.6982,0.3586,65.79,보정 권장
1096,1021,1.1197,1.0737,143.168,49.945,294.319,31.663,0.3472,0.1047,53.47,보정 권장
1861,1586,2.952,1.1735,155.814,73.373,136.85,33.178,0.7998,0.0586,61.92,보정 권장
3413,2540,8.6686,1.3439,160.13,49.199,352.437,24.117,0.4592,0.1014,71.89,보정 권장
1088,803,0.8734,1.3541,141.15,71.119,80.513,47.479,0.3098,0.0378,47.44,보정 권장
806,599,0.4828,1.3449,127.517,34.186,317.686,32.476,0.3774,0.0996,47.66,보정 권장
2597,1848,4.7988,1.4056,130.686,53.808,193.366,33.217,0.1174,0.0819,63.57,보정 권장
3049,2585,7.8815,1.1798,221.194,72.477,629.285,10.181,0.388,0.1788,74.78,제작 적합
1004,1473,1.4794,0.682,125.547,63.087,282.039,34.42,0.1632,0.109,56.96,보정 권장
514,531,0.2727,0.9678,115.528,36.845,685.705,20.332,0.6545,0.1545,55.59,보정 권장
2827,2613,7.3878,1.0816,110.43,60.862,2000.0,22.825,0.5084,0.5,89.55,제작 적합
1233,1357,1.6728,0.9087,123.666,33.207,208.595,44.838,0.2012,0.0616,50.69,보정 권장
2628,2093,5.4995,1.2559,134.768,19.694,116.897,14.363,0.5542,0.0494,54.69,보정 권장
1326,1451,1.9232,0.9139,79.755,54.292,393.722,27.135,0.1422,0.11,54.93,보정 권장
1064,1341,1.4263,0.7934,45.777,69.856,235.526,38.997,0.4791,0.0915,51.0,보정 권장
1382,963,1.3317,1.4349,136.81,60.095,292.124,46.485,0.5369,0.0907,64.48,제작 적합
2983,2525,7.5327,1.1812,60.758,22.636,145.317,22.576,0.463,0.0687,48.21,재촬영 권장
2772,2624,7.2729,1.0563,135.349,60.455,430.517,34.569,0.2485,0.1117,79.9,제작 적합
607,481,0.292,1.2607,130.625,57.083,272.772,34.087,0.4309,0.0919,51.12,보정 권장
1060,813,0.8612,1.3043,171.116,36.816,33.712,13.838,0.4179,0.0527,28.67,재촬영 권장
3283,3015,9.8998,1.089,191.808,3.0,204.7,2.0,0.4616,0.0932,48.65,보정 권장
882,1630,1.437,0.541,139.707,63.081,349.251,2.405,0.7181,0.1003,56.25,보정 권장
705,834,0.5879,0.8446,102.842,60.791,770.628,38.58,0.7555,0.2155,63.41,보정 권장
1338,1500,2.0081,0.8921,78.008,53.86,148.661,31.46,0.735,0.0499,46.73,보정 권장
1191,1523,1.8142,0.7819,93.329,14.142,120.412,10.814,0.3368,0.0477,35.18,재촬영 권장
1388,1320,1.8322,1.0509,126.599,18.439,749.348,20.835,0.3161,0.2077,66.98,보정 권장
1323,982,1.2989,1.3472,42.226,63.053,144.2,24.27,0.4547,0.08,39.18,재촬영 권장
1158,1307,1.513,0.8858,128.01,59.324,281.61,24.87,0.529,0.1019,62.08,보정 권장
1000,1327,1.3269,0.753,124.518,53.821,397.318,29.559,0.0803,0.1482,55.98,보정 권장
2118,1275,2.7011,1.6603,150.778,40.594,509.158,61.574,0.3403,0.1777,78.25,제작 적합
927,1038,0.9624,0.8933,111.615,52.034,257.127,18.803,0.773,0.0593,44.09,보정 권장
1064,1448,1.5411,0.7347,129.082,35.323,90.064,32.04,0.2272,0.0486,42.71,재촬영 권장
1365,1287,1.7568,1.0612,95.555,39.418,657.189,18.973,0.3178,0.1755,65.41,보정 권장
2684,2413,6.4774,1.1123,106.439,29.504,169.893,20.996,0.3234,0.0306,55.03,보정 권장
1532,1827,2.7989,0.8384,54.071,49.61,156.62,17.393,0.5384,0.0379,51.13,보정 권장
1486,1219,1.812,1.2185,129.946,37.522,1667.581,26.692,0.4389,0.427,75.77,제작 적합
1694,1913,3.2405,0.8853,186.95,62.025,580.291,22.08,0.3922,0.1981,80.05,제작 적합
1513,1905,2.8825,0.7939,131.505,57.88,94.563,34.987,0.1773,0.0454,60.11,보정 권장
2359,2256,5.3239,1.0457,139.633,30.466,162.456,33.034,0.5603,0.057,62.6,보정 권장
1956,1613,3.1551,1.2125,85.735,77.873,202.554,17.212,0.4509,0.0701,65.2,제작 적합
2929,3432,10.0509,0.8535,182.252,24.907,126.444,57.423,0.3306,0.0369,52.3,보정 권장
2699,2485,6.708,1.0862,94.319,53.06,42.404,13.259,0.455,0.0341,54.04,보정 권장
1372,1405,1.9275,0.9769,157.071,64.403,539.567,35.075,0.5923,0.1532,76.78,제작 적합
1660,830,1.3772,2.0,129.293,67.954,526.436,61.013,0.1846,0.1196,73.05,제작 적합
1925,2299,4.4258,0.8377,86.636,5.456,320.006,19.786,0.1711,0.0896,53.17,보정 권장
2121,1501,3.1839,1.4135,166.087,62.942,174.984,48.955,0.2664,0.13,65.05,보정 권장
1346,1364,1.8368,0.987,125.615,66.869,310.531,50.295,0.2929,0.1102,68.04,보정 권장
716,739,0.5293,0.9688,132.149,70.798,462.497,34.832,0.02,0.1338,56.05,보정 권장
679,567,0.3844,1.1977,143.086,5.096,96.116,3.547,0.3416,0.0572,24.15,재촬영 권장
1850,1479,2.7362,1.2504,124.14,32.86,186.652,50.305,0.6505,0.0476,63.01,보정 권장
2344,1708,4.0024,1.3727,109.851,43.227,150.97,31.311,0.3907,0.0596,61.77,보정 권장
2115,1948,4.1216,1.0856,143.647,36.997,487.94,22.164,0.6333,0.1594,75.96,제작 적합
735,854,0.6279,0.8606,108.81,69.07,324.961,48.243,0.02,0.0698,48.76,보정 권장
2109,2412,5.0873,0.8742,127.614,32.812,75.649,19.621,0.4298,0.0246,56.81,보정 권장
1185,1043,1.2366,1.1359,98.293,67.064,143.01,45.218,0.7,0.048,49.62,보정 권장
1811,1566,2.8369,1.1563,65.396,55.083,1324.58,22.145,0.7333,0.3457,73.6,제작 적합
2032,1432,2.91,1.4184,98.073,18.875,102.755,37.654,0.3601,0.0357,51.59,보정 권장
1038,935,0.9713,1.1103,105.194,27.178,292.766,14.592,0.3015,0.0987,39.82,재촬영 권장
1237,949,1.1746,1.3035,125.592,36.569,141.249,24.324,0.5194,0.0755,46.05,보정 권장
673,460,0.3096,1.4611,172.376,46.739,814.404,16.89,0.2307,0.2305,49.9,보정 권장
956,917,0.8764,1.0421,57.421,62.857,239.394,19.807,0.3844,0.1001,39.95,재촬영 권장
522,757,0.3949,0.6898,130.144,41.717,169.02,32.659,0.1489,0.0829,36.03,재촬영 권장
1486,1995,2.9647,0.7447,36.523,61.349,84.826,27.542,0.4649,0.0296,51.75,보정 권장
1215,1740,2.1137,0.6981,83.165,16.685,202.061,32.678,0.451,0.076,47.89,보정 권장
2603,1749,4.553,1.4887,104.717,3.0,550.194,48.332,0.7435,0.1503,75.41,제작 적합
1493,1846,2.7567,0.8091,34.877,38.935,475.614,28.348,0.5145,0.1519,65.01,보정 권장
1240,911,1.1296,1.3606,50.691,53.251,73.861,3.388,0.3311,0.0317,26.6,재촬영 권장
1778,1536,2.7312,1.1577,131.162,38.499,1087.598,25.868,0.4334,0.2884,84.02,제작 적합
1470,957,1.4074,1.5354,128.11,26.828,201.635,31.133,0.2177,0.1039,44.52,재촬영 권장
2109,1641,3.4601,1.285,120.448,52.602,94.953,44.553,0.4562,0.0404,67.37,보정 권장
1609,1651,2.6564,0.9747,92.851,79.793,285.682,44.77,0.4114,0.061,72.45,보정 권장
884,929,0.8215,0.9512,211.175,43.139,141.968,43.577,0.526,0.058,35.6,재촬영 권장
1431,1401,2.004,1.0215,118.55,31.932,147.769,26.734,0.6182,0.0629,49.92,보정 권장
1482,1418,2.1021,1.0448,90.516,29.782,140.57,39.216,0.0894,0.0454,40.96,재촬영 권장
1152,1316,1.5162,0.8757,192.136,80.388,232.864,9.362,0.5091,0.0798,49.29,보정 권장
2107,2124,4.4753,0.9919,149.572,44.274,158.862,48.471,0.583,0.0799,66.11,보정 권장
3738,2500,9.3455,1.4953,110.162,56.019,51.422,36.255,0.2339,0.0229,57.13,보정 권장
969,1483,1.4365,0.6534,172.707,66.96,411.82,37.249,0.7927,0.1195,59.39,보정 권장
1247,1169,1.4587,1.0668,131.267,64.389,155.646,24.567,0.32,0.0452,52.81,보정 권장
459,576,0.2644,0.7971,150.725,28.405,771.092,30.786,0.8942,0.2194,49.03,보정 권장
1366,1304,1.7809,1.0479,134.392,62.209,416.548,20.426,0.5915,0.1219,69.26,제작 적합
1291,1046,1.3506,1.2336,83.863,60.189,449.17,38.089,0.6245,0.1144,62.52,보정 권장
531,539,0.286,0.9857,163.848,53.806,299.504,10.996,0.4987,0.092,42.79,재촬영 권장
1774,1462,2.5929,1.2132,131.418,63.173,845.223,43.88,0.6321,0.2673,90.94,제작 적합
1513,2251,3.4044,0.672,84.624,34.897,186.315,37.766,0.2632,0.0334,55.7,보정 권장
1167,885,1.033,1.3188,94.483,43.662,100.219,58.947,0.3046,0.0182,39.41,재촬영 권장
1109,1290,1.4302,0.86,163.214,35.555,348.413,29.438,0.0962,0.1139,45.8,보정 권장
990,847,0.838,1.1684,110.225,58.65,20.067,28.661,0.5479,0.0,41.28,재촬영 권장
2039,1948,3.9727,1.0467,126.857,33.244,179.183,32.757,0.3219,0.1032,62.31,보정 권장
517,987,0.5104,0.5239,151.181,52.08,308.436,30.517,0.5856,0.0682,49.09,보정 권장
1118,1350,1.5086,0.8278,130.133,25.308,171.413,28.458,0.5577,0.0376,48.66,보정 권장
3498,3310,11.5781,1.0567,63.936,42.804,813.533,14.222,0.2082,0.2136,68.8,제작 적합
1758,1192,2.095,1.4748,150.496,38.487,484.785,14.182,0.5766,0.1625,66.27,보정 권장
1810,1684,3.0474,1.0745,162.535,42.944,280.451,21.891,0.4968,0.106,66.74,보정 권장
1367,1282,1.7527,1.0665,159.666,47.392,173.876,25.837,0.4863,0.0749,51.91,보정 권장
699,995,0.695,0.7025,189.672,41.69,699.069,13.025,0.5331,0.2008,54.21,보정 권장
1667,1165,1.942,1.4302,139.571,41.05,134.151,13.392,0.4452,0.0792,49.8,보정 권장
2128,1355,2.8834,1.5711,156.081,7.735,171.313,25.934,0.4522,0.0276,55.48,보정 권장
896,889,0.7967,1.0072,188.572,64.895,505.246,40.594,0.6404,0.152,59.47,보정 권장
1605,1695,2.7199,0.9465,113.371,33.781,438.819,27.264,0.2704,0.1579,68.39,보정 권장
2023,3032,6.1323,0.6671,194.455,40.595,1673.572,39.69,0.2331,0.4178,74.65,제작 적합
2556,2049,5.2376,1.2471,194.386,30.108,206.09,43.895,0.3127,0.078,54.91,보정 권장
973,495,0.4813,1.9652,156.324,62.986,43.831,40.978,0.6368,0.0551,38.46,재촬영 권장
997,834,0.8314,1.1964,198.588,28.722,465.327,23.971,0.3919,0.161,44.59,재촬영 권장
801,584,0.4681,1.3715,159.078,54.078,811.167,24.21,0.7955,0.2204,56.3,보정 권장
2451,2140,5.2445,1.1451,89.772,66.21,216.081,3.336,0.02,0.1106,53.32,보정 권장
1646,2105,3.4641,0.7817,170.496,74.619,1072.976,20.226,0.3212,0.2984,83.6,제작 적합
2293,1642,3.7659,1.3968,138.056,66.388,1318.5,36.688,0.3695,0.3708,92.86,제작 적합
816,1111,0.9072,0.7344,141.539,56.152,135.561,14.446,0.4988,0.0333,45.1,재촬영 권장
815,859,0.6999,0.9487,131.184,23.452,160.984,49.351,0.6912,0.0458,40.4,재촬영 권장
1516,1414,2.1433,1.0722,179.384,68.234,78.566,50.496,0.4163,0.0251,54.86,보정 권장
1653,1325,2.1903,1.247,147.095,66.397,416.821,24.722,0.2665,0.159,69.47,보정 권장
1014,914,0.9271,1.1096,97.168,60.104,490.738,43.183,0.6011,0.0975,64.58,보정 권장
1582,1436,2.273,1.1015,144.433,59.479,441.456,9.732,0.7295,0.0948,67.13,보정 권장
1718,2079,3.5725,0.8267,154.171,46.427,79.911,15.004,0.02,0.0558,45.83,보정 권장
1334,1841,2.4556,0.7244,95.977,35.797,123.701,24.674,0.5545,0.0541,51.13,보정 권장
893,879,0.7848,1.0155,107.629,64.503,66.48,30.123,0.5034,0.0,43.98,보정 권장
500,597,0.2987,0.8373,109.678,67.968,56.197,27.34,0.2997,0.0266,34.82,재촬영 권장
1069,1482,1.5843,0.7211,100.707,26.424,71.908,17.67,0.3641,0.0323,35.5,재촬영 권장
1300,1784,2.3188,0.7287,138.952,61.527,57.807,58.107,0.5022,0.0583,62.51,보정 권장
1183,1337,1.5826,0.8847,165.71,49.534,212.018,34.161,0.4551,0.036,52.84,보정 권장
925,1470,1.3602,0.6293,200.695,61.053,372.086,34.094,0.4051,0.103,54.65,보정 권장
875,1226,1.0734,0.714,172.787,50.07,448.613,39.736,0.2393,0.1532,55.14,보정 권장
1591,2394,3.8084,0.6645,165.883,65.109,246.271,32.508,0.5014,0.0967,72.1,보정 권장
1413,1350,1.9079,1.0466,170.728,63.571,134.475,26.694,0.33,0.036,49.82,보정 권장
1573,1421,2.2346,1.1074,178.411,61.104,248.46,22.042,0.4655,0.0768,59.02,보정 권장
1174,711,0.8342,1.6517,109.932,20.451,425.707,6.591,0.344,0.098,44.09,재촬영 권장
887,1290,1.1443,0.6877,152.744,59.98,190.479,51.362,0.4858,0.0945,55.43,보정 권장
1398,1657,2.3177,0.8437,137.889,46.109,263.326,16.833,0.5847,0.0778,61.37,보정 권장
1008,803,0.8092,1.2563,119.826,25.031,188.657,6.223,0.4923,0.0923,38.1,재촬영 권장
781,824,0.6439,0.9472,106.802,57.916,154.057,18.451,0.5685,0.0744,41.33,재촬영 권장
1171,1270,1.4872,0.9215,104.789,20.729,258.591,7.097,0.1996,0.0678,37.38,재촬영 권장
3006,1961,5.8945,1.5331,114.28,61.297,88.914,58.504,0.5335,0.0397,68.47,보정 권장
1477,1608,2.375,0.9189,75.609,75.62,664.521,35.219,0.5021,0.1991,82.98,제작 적합
